firm_id,year,treat,post,did,y,x1,x2
S002,2019,0,0,0,0.9512494118727687,0.48074665890590895,0.4465311760299441
S003,2010,0,0,0,0.5665385108972786,-0.09848548450942361,-0.42329831204415375
S003,2011,0,0,0,0.5420281789093602,-1.6873344339580298,-1.4471124724230873
S003,2012,0,0,0,0.46773003876455976,-0.9972468276014818,0.3997742267234366
S003,2013,0,0,0,0.5594520944639939,-0.3781625540393897,1.2992282977860654
S003,2014,0,0,0,0.6643736028938574,0.7375155684670865,-0.933617680009877
S003,2015,0,0,0,0.729456244213237,-0.9500220549105812,-0.3390330759005625
S003,2016,0,0,0,0.8840308137457396,-1.7273204231923487,0.43442364354585733
S003,2017,0,0,0,0.8737735602332278,-0.5941499556967944,-1.4460578543884546
S003,2018,0,0,0,0.907212950771387,-0.5294927090638024,0.23267621135470395
S003,2019,0,0,0,0.9521852145523443,1.6017788913209154,-0.23935562747302427
S004,2010,0,0,0,0.3976502507378135,0.17927563495631615,0.21999668397176517
S004,2011,0,0,0,0.6859187575240437,0.8351112459145785,0.35687105914950934
S004,2012,0,0,0,0.7463302891219562,-1.188763054322851,-0.6397515327497477
S004,2013,0,0,0,0.5573424058594475,-0.38980980315576796,-1.3766861475563088
S004,2014,0,0,0,0.7635150946814404,-0.22222269709877338,-1.4708062945026579
S004,2015,0,0,0,0.6484420918792458,0.3135138474501953,0.8381265678943811
S004,2016,0,0,0,0.9996730891691787,2.9138624660073296,0.4144094332759964
S004,2017,0,0,0,0.7510461879968137,-2.132046280731309,0.2677114623438358
S004,2018,0,0,0,0.8187058904689675,-0.41535726017968533,-0.6120967990598081
S004,2019,0,0,0,0.9359209113583614,1.0659802307876436,0.15704856744534462
S005,2010,0,0,0,0.4841365162961312,-1.0356537528258116,-1.674682944704357
S005,2011,0,0,0,0.5013692090926669,-0.05378255081832049,1.767929913579883
S005,2012,0,0,0,0.6130274521472886,0.9827395110230576,-0.49929559853915206
S005,2013,0,0,0,0.5315056233582975,-0.9651167622323719,-0.7252260645357532
S005,2014,0,0,0,0.9128469732435164,-0.8213866792243861,0.838489203736345
S005,2015,0,0,0,0.6597072821912974,0.9315730128742441,0.38495096610586316
S005,2016,0,0,0,0.784336210234191,-0.040762526135434025,-0.6547876954293904
S005,2017,0,0,0,0.8946072201482081,-0.45498348034078,-1.2256057637672482
S005,2018,0,0,0,0.772206242568038,0.17258791772211948,1.579091256410435
S005,2019,0,0,0,0.9659991613573438,-0.11863832610988256,0.2858261396025429
S006,2010,0,0,0,0.6306001741706825,0.21938250136385634,-0.41092723083373717
S006,2011,0,0,0,0.6606288710059889,0.4287564384616135,1.535755991995992
S006,2012,0,0,0,0.6183234437221906,-1.2244690317205003,-1.368159199245665
S006,2013,0,0,0,0.815092793223125,1.723665720783297,-0.17951921328260065
S006,2014,0,0,0,0.6616812678864011,1.4614442922422022,-1.107045682043488
S006,2015,0,0,0,0.6605272981044173,0.6433267946890444,-0.3946051228595896
S006,2016,0,0,0,0.7994878133279929,-0.16344289852451258,0.33757454879893356
S006,2017,0,0,0,0.9907481861313718,0.09058490690174555,0.6439387932768579
S006,2018,0,0,0,0.6949827898968978,-0.04871840193011795,-0.8432302702928711
S006,2019,0,0,0,0.8281186939576372,-0.8781523669287508,-0.33412344070081207
S007,2010,0,0,0,0.5915902542356013,-1.326392717739564,0.030631492594417446
S007,2011,0,0,0,0.5015830566666422,-0.32767309436196085,1.0027578253046041
S007,2012,0,0,0,0.6538115437003926,1.3373981074427437,-0.15450567924990047
S007,2013,0,0,0,0.5804057388329297,-0.22385881688049952,0.2424967912712216
S007,2014,0,0,0,0.7176573358453711,-1.0843880722333665,0.09048978162787422
S007,2015,0,0,0,0.7728228330138905,2.5174740375339204,1.8768446112816701
S007,2016,0,0,0,0.714675664944118,-0.2873833615491761,-1.4634420018370031
S007,2017,0,0,0,0.7909292986036515,0.3156050035903405,1.2058536208882336
S007,2018,0,0,0,0.8270916162256392,-0.6541464400677965,-2.147289029738655
S007,2019,0,0,0,0.9337334079455092,-1.062414411859563,-0.5294394273660737
S008,2010,0,0,0,0.41231392218324114,-0.09426255425255699,-1.7577283913566313
S008,2011,0,0,0,0.40329547546090094,2.129247112028298,-1.287422581274031
S008,2012,0,0,0,0.490321442154536,1.836913528321314,2.905067169240407
S008,2013,0,0,0,0.5328433371174659,-0.36824895678803055,0.34155555094050954
S008,2014,0,0,0,0.8728697644405592,-0.9868570784282374,-0.24527784594210975
S008,2015,0,0,0,0.8277337576061744,0.43476607446661863,-0.37615607123009925
S008,2016,0,0,0,0.7866177035483959,-1.3748958083699818,-0.23817374397466523
S008,2017,0,0,0,0.8233612509991046,0.23216988962625595,-0.555327218819016
S008,2018,0,0,0,0.947153852254514,1.0127158178198286,0.15542932766846604
S008,2019,0,0,0,0.9851756408399203,0.053155347577867364,8.439309141418043e-05
S009,2010,0,0,0,0.42784419664571527,0.316494261673308,-0.09728659841348947
S009,2011,0,0,0,0.7593168308930596,1.5733549024752425,0.3858465525565008
S009,2012,0,0,0,0.5236942790305232,-1.112411471983418,1.191142953088865
S009,2013,0,0,0,0.6762749225147139,0.4801434033916108,-1.7445859869741926
S009,2014,0,0,0,0.792743848155818,0.45442033821436295,-1.110430684414478
S009,2015,0,0,0,0.7028475192550051,0.2637172043565196,0.05246679835624363
S009,2016,0,0,0,0.7707828814196446,-0.10348826806596086,-0.25197737820688537
S009,2017,0,0,0,0.865256251210247,1.471491972993157,-2.5666584409312976
S009,2018,0,0,0,0.8763149735490317,0.17651242137244696,0.2959939896870995
S009,2019,0,0,0,0.912808541867871,-1.7567217824785826,0.32799548371410964
S010,2010,0,0,0,0.6727350214164185,-1.5338614049161376,0.8638280136981883
S010,2011,0,0,0,0.5171474776877106,-0.0613243458288473,-1.052898510703949
S010,2012,0,0,0,0.5665543827644123,1.3000445946989585,0.582655241987707
S010,2013,0,0,0,0.8232311605409944,1.1774118889776937,0.4390866789295762
S010,2014,0,0,0,0.8743934526167791,0.43899315873829875,0.8279881767970589
S010,2015,0,0,0,0.7203429046465292,0.06654581585920483,-0.6974238233002769
S010,2016,0,0,0,0.8989583934594854,-1.1783036231148656,0.7823503424176613
S010,2017,0,0,0,0.8309348942494842,1.1712470934673194,0.7508689887312598
S010,2018,0,0,0,1.0820646157646803,0.7307746911386448,-1.5720402556532407
S010,2019,0,0,0,0.9433046827101799,-1.172007192594816,-0.5182798423662747
S011,2010,0,0,0,0.6511228433276721,0.637533810897696,-0.6989304285787463
S011,2011,0,0,0,0.4486282633559602,0.03278209287626079,-1.2165601493811278
S011,2012,0,0,0,0.5328859722603418,0.31200947155124387,1.1553120361066962
S011,2013,0,0,0,0.710876147222444,-2.2912895085981,0.3043667290302598
S011,2014,0,0,0,0.7072033573232578,0.41389028537269307,1.6162096816512073
S011,2015,0,0,0,0.5436761723195257,-0.5911034251911056,0.5909063227933546
S011,2016,0,0,0,0.6418405600546058,1.475949048053509,0.3683566127006584
S011,2017,0,0,0,0.9346583985843405,-0.5709436615217945,0.8137636899662105
S011,2018,0,0,0,1.0068471555989038,0.23287802013716835,0.23440089269869593
S011,2019,0,0,0,0.9770343239281726,-0.8633452647393817,-0.14752868024035293
S012,2010,0,0,0,0.4847477467547641,0.3833938643534951,0.9998242469102946
S012,2011,0,0,0,0.4441463918021591,-0.12500903031957764,1.4814555476589732
S012,2012,0,0,0,0.5256411771187436,-0.8222500172903203,0.20230619183119358
S012,2013,0,0,0,0.7344385190485321,0.01142605556065933,1.3289605904369892
S012,2014,0,0,0,0.7856793982566527,0.8418200668900618,0.5541165013240933
S012,2015,0,0,0,0.9827653100346085,-0.2051616888660442,-2.003522292066514
S012,2016,0,0,0,0.9604254361517142,-0.45769943095682564,0.10788044434303304
S012,2017,0,0,0,0.9809550684860529,-1.6022595410589253,-1.2516472141061394
S012,2018,0,0,0,0.7398722062881147,-0.7941362900254239,0.43963660601699356
S012,2019,0,0,0,1.002418784281277,0.27627417932855375,-1.4127658838923665
S013,2010,0,0,0,0.26898965633673555,0.054353585390382264,-0.47177603363833576
S013,2011,0,0,0,0.5959385771716612,0.7019536262212701,0.13824143205868192
S013,2012,0,0,0,0.6760133085375853,0.22921137411506842,0.5300647056014667
S013,2013,0,0,0,0.5795326737130118,-0.17961141383145854,0.19677609665695725
S013,2014,0,0,0,0.7820528475417419,-0.3937411722245721,0.5211672557321126
S013,2015,0,0,0,0.7234161208084621,-0.11754216732813036,0.829519042024073
S013,2016,0,0,0,0.6006939628945844,-1.296472328074761,-1.4821853974428207
S013,2017,0,0,0,0.6166383880151696,-0.6782644401551767,0.7494338997277404
S013,2018,0,0,0,0.8715115933617426,0.19779008194185213,1.0892174967107926
S013,2019,0,0,0,1.082768613226769,-0.06913793472613955,1.3535858895693973
S014,2010,0,0,0,0.509212665843411,-0.8373982238274621,-0.5944003521987352
S014,2011,0,0,0,0.40194634874349844,-0.8881338537336524,-0.35801668807442916
S014,2012,0,0,0,0.6803585019378602,1.7207698311659838,-1.38218151537704
S014,2013,0,0,0,0.6892827468259919,-1.0405439391575344,0.47469708846320197
S014,2014,0,0,0,0.6868913349312273,-1.8309058258475304,0.9282969915684843
S014,2015,0,0,0,0.6894999287191269,-0.5339002383735546,-1.06975241128969
S014,2016,0,0,0,0.7345716723312445,0.4278904406949172,-0.18924434093640552
S014,2017,0,0,0,0.8828662002282482,0.3619218539288437,1.320661655528167
S014,2018,0,0,0,0.8657213849135621,-1.4768578168457318,1.067222416571983
S014,2019,0,0,0,0.9168511827902744,1.114592444577377,0.3833771131824704
S015,2010,1,0,0,0.4868862469796655,0.3487758940462951,1.9510125601262995
S015,2011,1,0,0,0.7576980529053754,0.0693811351327787,0.1601905933170753
S015,2012,1,0,0,0.7076240157466386,-0.8456610327673472,0.3330703726182551
S015,2013,1,0,0,0.6474137152046144,0.3139082114575536,-0.8333688059494058
S015,2014,1,0,0,0.5410432506691031,-2.0729834359912918,-1.1173841129896078
S015,2015,1,1,1,0.8541324715060667,-0.2931915866487618,1.9372311624295169
S015,2016,1,1,1,1.0605993369907298,-0.9620911163416273,0.34770845245095694
S015,2017,1,1,1,0.9592921763649676,-0.28436383804009513,0.18532564941538202
S015,2018,1,1,1,1.1119171116975393,-0.33925848388401536,1.0638515327343585
S015,2019,1,1,1,0.9858061773857596,0.006339062362268442,2.5976737265958323
S016,2010,1,0,0,0.5223079742625275,1.4332145066061728,0.09152017817320818
S016,2011,1,0,0,0.6080777095329797,-0.056783194392691534,-0.17040758116420443
S016,2012,1,0,0,0.522051760327458,0.4303013589575532,-0.8515371891857679
S016,2013,1,0,0,0.716558523631343,1.08528700444591,0.36653140723722993
S016,2014,1,0,0,0.6713751266444308,0.4539655793086961,-0.3086730555464126
S016,2015,1,1,1,0.993554712546515,-1.8314060842151236,-0.3356073681186462
S016,2016,1,1,1,0.7509188004876003,-1.495060830227205,1.3638622298139094
S016,2017,1,1,1,1.0895184981971686,-0.7194802332847904,-1.502503456040897
S016,2018,1,1,1,0.7535471162158349,-0.5434955079326346,2.4204150122474024
S016,2019,1,1,1,1.1434884271463646,-0.5595722860494895,0.46508020950030626
S017,2010,1,0,0,0.34390416470055574,-0.29732336269763543,0.09947747301573849
S017,2011,1,0,0,0.5413899348178952,0.7908061216900806,0.34464522623605237
S017,2012,1,0,0,0.6668326018107997,-0.6883722822307594,0.8978154084105481
S017,2013,1,0,0,0.8128936947623991,-0.9701495196514126,-0.8876956557145598
S017,2014,1,0,0,0.8335784336320232,-0.19134398669506028,1.403821392066557
S017,2015,1,1,1,0.8557464288107817,1.4550455762707113,0.13148581680545218
S017,2016,1,1,1,0.9758228823322695,1.5647180216699044,-0.36177047744417123
S017,2017,1,1,1,0.9058877904075043,-0.44856420802835434,0.4523339506431387
S017,2018,1,1,1,0.8934240927819486,0.6374709026511215,-0.5387713176177432
S017,2019,1,1,1,1.2147812660733561,-2.3942603049004716,-0.7865657751041687
S018,2010,1,0,0,0.3313531848765898,-0.8262294663639526,0.24766590110894313
S018,2011,1,0,0,0.5320773374550245,-0.25337756894801494,-0.1591848713800608
S018,2012,1,0,0,0.6203388240619944,-1.0085360419431078,0.7068496408990508
S018,2013,1,0,0,0.7162665970385484,0.385037937656101,0.5565334427512632
S018,2014,1,0,0,0.7296418000808659,2.0350733027310675,-0.0870941710525099
S018,2015,1,1,1,0.8692916781665424,-0.7535275803573779,-1.0322626705778368
S018,2016,1,1,1,0.8255528212398925,-0.8887973132309185,-0.07068038165207131
S018,2017,1,1,1,1.0334295128497715,0.051142058552161786,-0.765535277429713
S018,2018,1,1,1,1.1400184564019964,0.7394126723009475,-0.159648307422017
S018,2019,1,1,1,1.0347083855335286,0.5484279208297995,0.18797358748610446
S019,2010,1,0,0,0.35518727405849526,-0.0679802559844049,0.26203581207438104
S019,2011,1,0,0,0.4600305213512247,0.189843392837443,-1.4548224852577891
S019,2012,1,0,0,0.7336186100012171,1.2479499850594318,-0.25251733430296475
S019,2013,1,0,0,0.6863454337839073,-2.409921965799875,-1.1563476602653329
S019,2014,1,0,0,0.6706221079847869,-1.0721330214268592,0.7143964826306588
S019,2015,1,1,1,1.0997296530747993,-1.176614719429302,-0.8374634040851927
S019,2016,1,1,1,0.9735448368309931,1.6111161484996208,-1.2223743125399031
S019,2017,1,1,1,1.0249036122306943,1.8212988508131087,-1.6517591481792673
S019,2018,1,1,1,0.9218930793154169,-0.42360660646083825,-0.520588412855411
S019,2019,1,1,1,1.1812601287753643,0.24165971982083806,-1.7749620596421283
S020,2010,1,0,0,0.5515410402900811,-0.5775388873556505,1.274447216941239
S020,2011,1,0,0,0.48724124635630806,-0.6366152831022357,0.5411316108045314
S020,2012,1,0,0,0.6762926482336936,0.4480993639362036,-1.6855973173848082
S020,2013,1,0,0,0.7038034439928251,-1.034308051674399,0.2352761115882635
S020,2014,1,0,0,0.557626556460094,0.44632214754306365,-0.8065989043073726
S020,2015,1,1,1,0.7717365349739479,0.7138201364823995,0.2416445216767513
S020,2016,1,1,1,0.8886023198607104,1.4511788490210642,-0.44065242156974244
S020,2017,1,1,1,1.0032107673970936,0.2689134476786009,-0.6196659341286136
S020,2018,1,1,1,1.097113629339993,-0.5334523471647244,-0.4116383222162092
S020,2019,1,1,1,1.236264263980334,-1.040586052512433,-2.41278033092949
S021,2010,1,0,0,0.6610936995011895,2.549327952607003,-0.40526926544933184
S021,2011,1,0,0,0.3563161959379815,-0.31048397619594376,-0.2862229498406692
S021,2012,1,0,0,0.5810076158977743,-1.1133880419218483,0.5795611424764774
S021,2013,1,0,0,0.7024507375286086,-1.4944056198193065,0.6991967316948878
S021,2014,1,0,0,0.9052684981945891,0.17196033243705985,-0.33732516206850605
S021,2015,1,1,1,0.8857996785592479,0.6152567669685612,-1.7306716055072182
S021,2016,1,1,1,0.9664390702977302,-0.3904639494628101,1.8478250129560454
S021,2017,1,1,1,0.9825827266195043,1.6678876111195198,-1.1037406977820072
S021,2018,1,1,1,1.1087259166802792,0.3194002637912288,-0.8690472478647824
S021,2019,1,1,1,1.117739611463694,1.2125188368316004,-0.3237917042866007
S022,2010,1,0,0,0.33080373508302363,-0.01756282647744591,-0.9024230947925126
S022,2011,1,0,0,0.5157659061336118,-0.08158776968512098,-1.7056522160155172
S022,2012,1,0,0,0.4384341660679322,0.48206683552552526,-0.5227186961696804
S022,2013,1,0,0,0.3935255658179433,0.7848440366081351,0.27236975527423984
S022,2014,1,0,0,0.6286125175963515,-1.3168302110582415,0.8358078963143372
S022,2015,1,1,1,0.934935062256043,2.3826022826840734,0.42018859872493736
S022,2016,1,1,1,0.9887703141262015,-0.16692793010856513,0.816775867200791
S022,2017,1,1,1,1.0625085201248154,1.251725008565195,-0.5213229186372847
S022,2018,1,1,1,1.0064592527056038,-0.4791031709119801,0.7908017211789892
S022,2019,1,1,1,1.2498374440296731,-0.45884049314930064,-0.42477372779309125
S023,2010,1,0,0,0.53140772238698,-0.24576150001290142,0.95205365313989
S023,2011,1,0,0,0.32482227093809535,-0.8267050469168946,-0.7824163339614458
S023,2012,1,0,0,0.3679643987613855,-0.9636384443688041,-0.9151561158459262
S023,2013,1,0,0,0.629889534548117,1.1129658916602636,-0.24506065119070236
S023,2014,1,0,0,0.5969186279728845,-0.056954541213528984,1.0491736214413494
S023,2015,1,1,1,0.8024041183885096,-0.9105748839214486,0.5585489592742234
S023,2016,1,1,1,0.92784638842692,0.6474846907094743,-0.013646791795296761
S023,2017,1,1,1,1.0701663648089568,-1.0350781140406409,-0.01208465078826744
S023,2018,1,1,1,1.0289309985636843,-1.2158909241041307,-1.5634779478686884
S023,2019,1,1,1,1.168574903527466,-0.3509523822179781,-1.0222802816473295
S024,2010,1,0,0,0.49038210630766677,1.1280188573493026,-2.280737845371923
S024,2011,1,0,0,0.40033613100966736,-0.9228864418952676,1.461178866720329
S024,2012,1,0,0,0.6282586982919296,0.7673172404612268,-1.1401609191262305
S024,2013,1,0,0,0.5380464124729474,0.4478137167227104,0.05827433093544655
S024,2014,1,0,0,0.7548738818864126,-0.18767099092845213,0.278143726454627
S024,2015,1,1,1,0.915811908490511,0.7777673890849254,0.8070082819444706
S024,2016,1,1,1,0.788012800560823,-2.2472685553408556,1.0017453976515072
S024,2017,1,1,1,1.1187725093261938,-1.0206230195133374,-1.8598354065456286
S024,2018,1,1,1,1.05990348210072,0.9308382263505294,1.7975945224343146
S024,2019,1,1,1,1.151629757210145,-0.37171669658569495,-0.8931306215848627
S025,2010,1,0,0,0.5011451291670654,-0.2992647038852564,-1.0150679057288161
S025,2011,1,0,0,0.7548755650863287,1.785168402072131,1.1360486835554284
S025,2012,1,0,0,0.5079149602190872,0.8550193242972788,0.6396264094979018
S025,2013,1,0,0,0.6942545624204053,1.2496652670437771,0.6353711428612774
S025,2014,1,0,0,0.7740014236304336,0.6369062833722101,0.3407914080021059
S025,2015,1,1,1,0.7216388870285817,0.08362107741055723,-0.5561919588491252
S025,2016,1,1,1,0.822015904235998,1.681816619300824,1.7289953408857035
S025,2017,1,1,1,1.1359220600295612,0.2552134168558746,1.3506251209526567
S025,2018,1,1,1,1.0512053180601826,0.20279727689777938,-1.093471370461983
S025,2019,1,1,1,1.139699130449884,0.0603859284244171,-1.3026521168344645
S026,2010,1,0,0,0.4948802888183403,-0.07972956385680847,1.79756116664464
S026,2011,1,0,0,0.639421332851341,0.011445439091466015,0.248787309801083
S026,2012,1,0,0,0.6044212378104198,-0.20291398479554773,-1.0824271973882869
S026,2013,1,0,0,0.6348948122393071,-0.7460982566525134,-1.2503155389231464
S026,2014,1,0,0,0.7511221814547534,0.39126465993323495,-1.786707511368078
S026,2015,1,1,1,0.8877315362504873,0.9957013858999235,1.0592237388963208
S026,2016,1,1,1,1.052583684288524,0.0389132069014598,-0.8450453279691511
S026,2017,1,1,1,0.891630117264194,0.3446049047503575,0.379280034365163
S026,2018,1,1,1,1.1787331111605064,1.0999796503420836,-0.1322286565311721
S026,2019,1,1,1,0.9755794121139131,-0.31910659701089783,0.21723119481052466
S027,2010,1,0,0,0.4797916754610596,-0.5778941080776558,0.2528848149698989
S027,2011,1,0,0,0.499604225858939,-0.628066083725374,0.31145283430343956
S027,2012,1,0,0,0.5598007419870795,0.24410438897835213,0.2732040228521227
S027,2013,1,0,0,0.5360570998908425,-0.4812411238654122,1.4377769399164624
S027,2014,1,0,0,0.5837920487265712,-2.116654448970531,-1.8618451532425115
S027,2015,1,1,1,0.9029109946576669,0.03091727803269891,-0.11761085542512094
S027,2016,1,1,1,1.0714189828928502,-2.672834433102938,0.3959338744308236
S027,2017,1,1,1,1.1561438201803573,-1.127780764891714,-0.3798065117898951
S027,2018,1,1,1,0.974710808277138,-0.8943460460775288,-0.32626200502304
S027,2019,1,1,1,1.2427485283684503,1.8373866754875203,-0.3359392250401477
S028,2010,1,0,0,0.690506021406447,0.035576476984624864,1.753691026701081
S028,2011,1,0,0,0.5406701350346509,0.1310578260461443,0.36547447264283456
S028,2012,1,0,0,0.9178853679367536,0.8512855748447891,-0.7072645299514636
S028,2013,1,0,0,0.7468997870275859,-0.3618325370843415,-0.48975018290120914
S028,2014,1,0,0,0.7908601359892111,0.031085587771152785,0.2785759145118061
S028,2015,1,1,1,0.9013985221865293,0.3365831266054347,0.4249658974361492
S028,2016,1,1,1,0.7563033067294586,0.6665726686095336,-0.9820194198303006
S028,2017,1,1,1,0.8557700864440589,-0.05841124385868244,0.08398100331445427
S028,2018,1,1,1,0.980649383542772,0.8310318576679744,-1.342175166370907
S028,2019,1,1,1,1.059305625122744,-0.5848741349330007,-0.04658727033933937
S029,2010,1,0,0,0.5278864284647239,-1.0078929496235447,0.7242826774562282
S029,2011,1,0,0,0.55630023683347,-1.8919462533119105,-1.958591440397031
S029,2012,1,0,0,0.5987680707070688,-0.2209673177863541,-0.1034201135746335
S029,2013,1,0,0,0.6472017543469782,0.22555983951018072,0.9476496098482997
S029,2014,1,0,0,0.5888895099082441,-1.1719715929007948,-1.0933238578873825
S029,2015,1,1,1,0.9288916667168707,1.2449473786464456,-0.4313394382395105
S029,2016,1,1,1,0.6998300155840346,-1.7039928626103755,-0.8330367227960116
S029,2017,1,1,1,0.9442271112504786,-0.4083886272547264,0.038581122980917065
S029,2018,1,1,1,1.0188253669177554,1.0493396105434072,-0.6760173056813688
S029,2019,1,1,1,1.0137682040524456,0.4788755385204616,-1.5356420699261193
